key,found,label,first_level,parents
19776001,1,Decreased size,Clinical finding,107645002
44352004,1,Nonvenomous insect bite of hand with infection,Clinical finding,"10461000,287115001,428762009"
298304004,1,Finding of balance,Clinical finding,118228005
28394000,1,Toxic encephalopathy,Clinical finding,472916000
91669008,1,Perirectal abscess,Clinical finding,"405549001,75236001"
165397008,1,Hemoglobin low,Clinical finding,"441793007,442686002"
12010005,1,Osteodystrophy,Clinical finding,363054006
249578005,1,Kidney finding,Clinical finding,"106098005,249561001"
79807003,1,Talipes valgus,Clinical finding,"398309008,609381007"
448447004,1,Non-Hodgkin's lymphoma of skin,Clinical finding,"448738008,94047004"
251839006,1,Fluid balance finding,Clinical finding,404684003
473023007,1,Complication associated with device,Clinical finding,"1156072000,116223007"
284607007,1,Finding relating to aggressive behavior,Clinical finding,284490008
32916005,1,Nephrosclerosis,Clinical finding,"16934004,280871000"
282772005,1,Genital injury,Clinical finding,"283879004,300479008,362968007"
237716008,1,Pituitary cyst,Clinical finding,"237715007,399244003,40720005"
118932009,1,Disorder of foot,Clinical finding,"116316008,700012005"
186729003,1,Chlamydial infection of lower genitourinary tract,Clinical finding,312099009
88425004,1,Congenital anomaly of nervous system,Clinical finding,"118940003,276654001"
194921005,1,Acute and subacute endocarditis,Clinical finding,"127337006,128482007,66893008,91357005"
473449006,1,Disease of non-coronary systemic artery,Clinical finding,"301139003,359557001"
10601006,1,Pain in lower limb,Clinical finding,"713314006,90834002"
62014003,1,Adverse reaction to drug,Clinical finding,"282100009,87858002"
102974003,1,Abnormal brain stem auditory evoked potential,Clinical finding,102971006
80659006,1,Disorder of skin and/or subcutaneous tissue,Clinical finding,"128598002,19660004"
1156072000,1,Device finding,Clinical finding,404684003
248595008,1,Sputum finding,Clinical finding,404684003
74728003,1,Hypopituitarism,Clinical finding,399244003
314557000,1,Bacterial keratitis,Clinical finding,"128984004,733312003"
105661001,1,Disease due to Schistosomatidae,Clinical finding,26089000
27837003,1,Pyle metaphyseal dysplasia,Clinical finding,"254120004,363070008,363212003,8447006,85995004"
36029005,1,Abscess of penis,Clinical finding,"274112000,300515007,33958003"
40125005,0,,,"274112000,300515007,33958003"
72893007,1,Brachial neuritis,Clinical finding,"128192007,3548001,363175000"
95634003,1,Neonatal respiratory arrest,Clinical finding,"363225006,87317003"
17810004,1,Capillary thrombosis,Clinical finding,"439129009,58729003"
128402005,1,Infectious disease of cardiovascular system,Clinical finding,"40733004,49601007"
431506006,1,Rejection of pancreas transplant,Clinical finding,"213148006,79369007"
42386007,1,Cryptococcosis,Clinical finding,3218000
230802007,1,Brainstem death,Clinical finding,95640005
439698008,1,Hereditary thrombophilia,Clinical finding,"234467004,32895009"
61031008,1,Hypocapnia,Clinical finding,"238157005,26436007"
190268003,1,Congenital hypothyroidism,Clinical finding,"40930008,66091009"
1852004,1,Traumatic injury of abducens nerve,Clinical finding,"17769000,239953001,285597000,299735001,398925009,417746004"
198541000000102,0,,,"17769000,239953001,285597000,299735001,398925009,417746004"
266257000,1,Transient cerebral ischemia,Clinical finding,"128487001,62914000"
14140009,1,Hyperkalemia,Clinical finding,24529006
278545001,1,Dental restoration finding,Clinical finding,278542003
57361003,1,Anomaly of chromosome pair 5,Clinical finding,362984008
94225005,1,Secondary malignant neoplasm of brain,Clinical finding,"428061005,94243009,94326009"
65553006,1,Aspergillosis,Clinical finding,59258008
737297006,1,Transplanted liver present,Clinical finding,"249565005,737294004"
131089005,1,Increased thyroid hormone level,Clinical finding,"365774006,442756004"
190694001,1,Tyrosinemia,Clinical finding,37200009
6374002,1,Bundle branch block,Clinical finding,4554005
35046003,1,Disorder of lactation,Clinical finding,79604008
448742006,1,Abnormality of aortic arch,Clinical finding,312601003
92390008,1,Benign neoplasm of soft tissues of face,Clinical finding,"126602005,92098009,92391007"
88294009,1,Rupture of ovary,Clinical finding,"105612003,127277000,284000008,284005003,289840004,5552004"
8635005,1,Alcohol withdrawal delirium,Clinical finding,"191480000,191492000"
405947006,1,Nuchal rigidity,Clinical finding,"106030000,248402002,298378000,46575009"
64144002,1,Pruritic rash,Clinical finding,"271807003,279333002"
129680003,1,Abnormal radionuclide scan,Clinical finding,408574004
2704003,1,Acute disease,Clinical finding,64572001
43664005,1,Normal weight,Clinical finding,107647005
125584006,1,Acquired deformity of lower limb,Clinical finding,"118937003,17230005,449715001"
263013004,1,Dislocation of joint of spine,Clinical finding,"108367008,372109003"
58213005,1,Bacillary angiomatosis,Clinical finding,"128936008,186826000,205562004,297960002,95324001"
103269006,1,Contact lens intolerance,Clinical finding,"1156072000,118235002,406122000"
426853005,1,Pneumoconiosis due to silicate,Clinical finding,233759002
78693004,1,Congenital hypoplasia of part of brain,Clinical finding,127551000119100
68666001,1,Bladder fistula,Clinical finding,"300457003,42643001,57243009"
429114002,1,Malignant basal cell neoplasm of skin,Clinical finding,254650008
105530003,1,Living in residential institution,Clinical finding,365508006
80954004,1,Decreased respiratory function,Clinical finding,386813002
41829006,1,Dietary finding,Clinical finding,300893006
252986008,1,Tumor embolus,Clinical finding,414086009
371770009,1,Endotoxemia,Clinical finding,370515002
128271002,1,Neonatal infectious disorder,Clinical finding,"22925008,40733004"
722191003,1,Antineutrophil cytoplasmic antibody positive vasculitis,Clinical finding,"310256002,724599009"
34063005,1,Homonymous hemianopia,Clinical finding,77674003
75023009,1,Post-traumatic epilepsy,Clinical finding,"127295002,301766008,84757009"
64996003,1,Intermenstrual bleeding - irregular,Clinical finding,237130006
44516004,1,Primary chronic pseudo-obstruction of gastrointestinal tract,Clinical finding,"128284006,197056004"
249316004,1,Nasal deviation,Clinical finding,118237005
366265001,1,Bladder appearance - finding,Clinical finding,249585009
130958001,1,Disorder of placental circulatory function,Clinical finding,"125586008,249175001"
69518005,1,Congenital anomaly of digestive system,Clinical finding,"276654001,53619000"
39011001,1,Hemosiderosis,Clinical finding,60737008
161891005,1,Backache,Clinical finding,"301366005,414252009"
30819006,1,Dysphoric mood,Clinical finding,106131003
67683007,1,Abnormal pulse,Clinical finding,366199006
71779008,1,X-linked hydrocephalus syndrome,Clinical finding,"128430005,363070008,64162006"
92259008,1,Benign neoplasm of oropharynx,Clinical finding,"126809003,92131002,92293007"
225592001,1,Finding of color of stool,Clinical finding,300391003
8504008,1,Environment related disease,Clinical finding,64572001
451971000124105,1,Acute myelopathy,Clinical finding,"127341005,48522003"
68109007,1,Stricture of artery,Clinical finding,726490008
4834000,1,Typhoid fever,Clinical finding,"302231008,414530001"
119522002,1,Disorder of small intestine,Clinical finding,"118435004,85919009"
262882007,1,Injury of mesentery,Clinical finding,"282007005,285808008"
95372000,1,Application site edema,Clinical finding,"118654009,95364002"
2999009,1,Injury of ear,Clinical finding,"25906001,82271004"
43959009,1,Cataract due to diabetes mellitus,Clinical finding,"231970007,25093002"
246924004,1,Corneal finding,Clinical finding,418727003
93537000,1,Hodgkin's granuloma of extranodal AND/OR solid organ site,Clinical finding,118602004
7521001,1,Vitamin disease,Clinical finding,2492009
32097002,1,Necrotic enteritis,Clinical finding,"105612003,128999004,284005003,363169009,47771009,609410002,85919009"
298337002,1,Finding of local motor movement,Clinical finding,298325004
198198001,1,"Cervical, vaginal and vulval inflammatory diseases",Clinical finding,310789003
386614005,1,Slow shallow breathing,Clinical finding,"386616007,86684002"
95798008,1,Scleral discoloration,Clinical finding,33064008
206390008,1,Fetal blood loss,Clinical finding,"111467008,70591005"
14304000,1,Disorder of thyroid gland,Clinical finding,"118939000,302065000,362969004"
88032003,1,Amaurosis fugax,Clinical finding,"230716006,70449006"
169952004,1,Placental finding,Clinical finding,289262005
45237002,1,Congenital dilatation of aorta,Clinical finding,"26660001,59877000"
196789004,1,Hyperplasia of appendix,Clinical finding,18526009
266421008,1,Dental arch relationship anomaly,Clinical finding,47944004
289162002,1,Finding of quantity of appetite,Clinical finding,289161009
361055000,1,Misuses drugs,Clinical finding,228366006
371082009,1,Arthritis of spine,Clinical finding,"372109003,3723001"
37471005,1,Extrinsic allergic alveolitis,Clinical finding,"205237003,735445000,7436001"
607007,1,Decreased vital capacity,Clinical finding,442686002
129844000,1,Alteration in nutrition,Clinical finding,300893006
414303007,1,Fungal endophthalmitis,Clinical finding,"31194008,414491002"
84788008,1,Menopausal depression,Clinical finding,35489007
17417006,1,Thickening of skin,Clinical finding,95320005
87049008,1,Disorder of phosphorus metabolism,Clinical finding,237879001
105694003,1,Disease due to superfamily Ancylostomatoidea,Clinical finding,84706005
89310008,1,Contracted bladder,Clinical finding,"236632007,78558002"
141701000119101,1,Lesion of spleen,Clinical finding,51244008
38323006,1,Fetal warfarin syndrome,Clinical finding,"199547006,206022000,609520005"
9651007,1,Long QT syndrome,Clinical finding,698271000
271795006,1,Malaise and fatigue,Clinical finding,"213257006,367391008"
439731006,1,Septic thrombophlebitis,Clinical finding,"128402005,64156001,95880003"
142661000119102,1,Retained foreign body,Clinical finding,125670008
183944003,1,Procedure refused,Situation with explicit context,129125009
300893006,1,Nutritional finding,Clinical finding,404684003
413746000,1,Candida endophthalmitis,Clinical finding,"414303007,78048006"
51037009,1,Fracture of patella,Clinical finding,"282773000,429339004,878852003"
53298000,1,Hematuria syndrome,Clinical finding,"128606002,34436003"
127026004,1,Neoplasm of pineal gland,Clinical finding,"126953009,128470003,387922007"
192562009,1,Disorder of psychological development,Clinical finding,129104009
59655002,1,Hyperprolinemia,Clinical finding,"37800003,46556004"
76039005,1,Disturbance of attention,Clinical finding,409083006
424199006,1,Substance induced asthma,Clinical finding,195967001
37340000,1,Motor neuron disease,Clinical finding,118940003
102876002,1,Multigravida,Clinical finding,"127362006,77386006"
430556008,1,Malignant neoplasm of genital structure,Clinical finding,"271468000,362968007,724386005"
64177003,1,Light-for-dates with signs of fetal malnutrition,Clinical finding,"267258002,276608005"
363185004,1,Hereditary disorder of the integument,Clinical finding,"128598002,363137000"
70534000,1,Occult spinal dysraphism sequence,Clinical finding,"105989001,253188000,76916001"
54150009,1,Upper respiratory infection,Clinical finding,"201060008,275498002"
95536006,1,Ileal gangrene,Clinical finding,"235849009,312895004"
13616008,1,Superficial injury of eye AND/OR adnexa,Clinical finding,"282752000,283025007"
73221001,1,Optic papillitis,Clinical finding,"128331005,399463004,66760008"
398640008,1,Rheumatoid pneumoconiosis,Clinical finding,"398726004,40122008,86157004"
310789003,1,Disorder of female genital system,Clinical finding,362968007
105989001,1,Malformation sequence,Clinical finding,400038003
26330000,1,Cellulitis of perineum,Clinical finding,"46876003,609621000"
421807004,1,Gastrointestinal hypomotility,Clinical finding,119292006
126895004,1,Neoplasm of male genital organ,Clinical finding,"126637008,300858004,64557000"
47236005,1,Third stage hemorrhage,Clinical finding,"12337004,289232004,38010008"
127321000,1,Acute digestive system disorder,Clinical finding,"2704003,53619000"
201049004,1,Morphea,Clinical finding,86352002
43566003,1,Injury of male external genital organs,Clinical finding,"262917005,447259000"
363054006,1,Degenerative disorder of bone,Clinical finding,"363059001,76069003"
62211002,1,Urticaria due to heat,Clinical finding,"126485001,279334008,55017000"
13059002,1,Congenital ichthyosis of skin,Clinical finding,"239001006,254214009,363070008,782957005,816995008"
111363006,1,Proctoptosis,Clinical finding,"32110003,57773001"
254723006,1,Tumor of skin with apocrine differentiation,Clinical finding,126489007
17155009,1,Trichotillomania,Clinical finding,66347000
232408005,1,Pharyngeal stenosis,Clinical finding,"735427000,75860007"
95405000,1,Implant site reaction,Clinical finding,19220005
19416009,1,Congenital anomaly of eye,Clinical finding,"11131000119108,127329003,87290003"
52184009,1,Parent-child problem,Clinical finding,"129879003,248539004"
42157000,1,Closed fracture of vertebral column,Clinical finding,"423125000,50448004"
1156269004,1,Oroantral communication,Clinical finding,"105972009,116337000,118938008"
9389005,1,Herpes simplex keratitis,Clinical finding,"186542001,314020001"
429442006,1,Autosomal duplication,Clinical finding,"205728002,403759001"
116311003,1,Finding of hand region,Clinical finding,116307009
128599005,1,Structural disorder of heart,Clinical finding,56265001
126764002,1,Congenital anomaly of intestinal tract,Clinical finding,"128332003,31686000,85919009"
253740007,1,Congenital malformation of trachea and bronchus,Clinical finding,"14532008,301227004,50943000"
30721006,1,Intention tremor,Clinical finding,26079004
24790002,1,Proximal renal tubular acidosis,Clinical finding,1776003
17024001,1,Aortopulmonary window,Clinical finding,"234119001,609521009"
111232005,1,Traumatic spondylopathy,Clinical finding,"1156538002,417746004"
70272006,1,Malignant hypertension,Clinical finding,132721000119104
713344009,1,Gingival disease due to traumatic injury,Clinical finding,"18718003,282026002,284002000,417746004"
27477003,0,,,"18718003,282026002,284002000,417746004"
400213003,1,Blister of skin with infection,Clinical finding,"108365000,120608000,823996003"
2901004,1,Melena,Clinical finding,53619000
277333006,1,Cyst of central nervous system,Clinical finding,"23853001,281229000,441457006"
363349007,1,Malignant tumor of stomach,Clinical finding,"126824007,255077007,428905002,448882009"
445269007,1,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue (MALT-lymphoma),Clinical finding,"277616008,447100004"
275498002,1,Respiratory tract infection,Clinical finding,"40733004,50043002"
406570003,1,Cytomegalovirus infection of the central nervous system,Clinical finding,"28944009,406586005"
17450006,1,Myoclonus,Clinical finding,"102957003,106030000,267078001"
29738008,1,Proteinuria,Clinical finding,"13930000,785672002"
3327002,1,Jerk nystagmus,Clinical finding,"371409005,563001"
42452002,1,Thoracic radiculopathy,Clinical finding,"129138001,246595001,280133005,72274001"
419284004,1,Altered mental status,Clinical finding,36456004
128468007,1,Disorder of choroid of eye,Clinical finding,"128536001,247195001,95678007"
1492007,1,Congenital anomaly of large intestine,Clinical finding,"119523007,126764002"
106153001,1,Third cranial nerve finding,Clinical finding,"106150003,118235002,118254002,246605000"
16041008,1,Female hypogonadism syndrome,Clinical finding,"37102008,48130008"
253609009,1,Abnormal number of aortic valve cusps,Clinical finding,"29375001,447937009"
51070004,1,Varicocele,Clinical finding,"118658007,17406005"
92030004,1,Benign neoplasm of brain,Clinical finding,"126952004,92048008,92131002"
268158009,1,Megalocornea,Clinical finding,128352002
233981004,1,Arterial aneurysm,Clinical finding,"239953001,248494009,359557001,432119003"
37373007,1,Meckel's diverticulum,Clinical finding,"236033001,239953001,312895004,402704005,429260008"
56018004,1,Wheezing,Clinical finding,301285005
232146005,1,Internal ophthalmoplegia,Clinical finding,"371405004,68158006"
400082007,1,Disorder of skin of head,Clinical finding,"128217007,95320005"
76498008,1,Postmenopausal state,Clinical finding,276477006
240338009,1,Viral food poisoning,Clinical finding,281107009
254887002,1,Adenocarcinoma of cervix,Clinical finding,"309245001,363354003"
418727003,1,Anterior segment finding,Clinical finding,246915008
230311004,1,Basal ganglia degeneration with calcification,Clinical finding,"16818591000119108,230298007"
48252005,1,Infection by Entamoeba,Clinical finding,105637008
35964007,1,Congenital anomaly of nail,Clinical finding,"238715009,38164009,403855001"
54609002,1,Ulcer of rectum,Clinical finding,"235766003,300312006,5964004"
13649004,1,Brachycephaly,Clinical finding,"118945008,271084006"
419153005,1,Nodular goiter,Clinical finding,"1137355002,3716002"
95569006,1,Uremic coma,Clinical finding,"35145002,371632003"
283985007,1,Lymphoreticular injury,Clinical finding,"362965005,417163006"
271697007,1,Muscle irritability,Clinical finding,"106028002,106030000,248402002"
1361009,1,Leukocoria,Clinical finding,29555009
128337009,1,Disorder of palate,Clinical finding,"118934005,249390006"
237094001,1,Streptococcal vulvovaginitis,Clinical finding,"279499002,419760006,53277000,85769006"
300369005,1,Finding of flatus,Clinical finding,"300358007,392611002"
9979004,1,Disorder of androgen receptor,Clinical finding,"127009005,276856001,28710006"
165627009,1,Serum ferritin normal,Clinical finding,"365799007,442082004"
126928006,1,Neoplasm of nipple of female breast,Clinical finding,"126927001,237460007,816056009"
2213002,1,Congenital anomaly of vena cava,Clinical finding,"204451006,363028003,448065006"
239781004,1,Arthritis caused by spirochaetale infection,Clinical finding,"41116009,48245008"
247973004,1,Disinhibited behavior,Clinical finding,284490008
34981006,1,Hypertonic uterine dysfunction,Clinical finding,35882009
262522002,1,Injury of cervical spine,Clinical finding,"105606008,111235007,1156538002,128049000,450724008,699699005"
233850007,1,Infective endocarditis,Clinical finding,"128403000,56819008"
94586008,1,Secondary malignant neoplasm of soft tissues of head,Clinical finding,"363439008,94264008,94326009"
27215002,1,Uterine inversion,Clinical finding,"280732008,417893002"
23119003,1,Injury of superficial nerves of head AND/OR neck,Clinical finding,"73590005,897601009"
461391002,1,Arterial duct finding,Clinical finding,"248718009,298705000"
285263006,1,Thoughts of violence,Clinical finding,285261008
238372002,1,Chlamydial dermatological disorders,Clinical finding,"105629000,128936008"
267044007,1,Impaired exercise tolerance,Clinical finding,365386006
246564008,0,,,365386006
449529003,1,Abnormality of pulmonary valve cusp,Clinical finding,448643005
42190000,1,Congenital absence of abdominal muscle,Clinical finding,"253818009,363032009,38776003"
39929009,1,Disorder of fatty acid metabolism,Clinical finding,"116021002,48286001,86095007"
773113008,1,Acute infectious hepatitis,Clinical finding,"235862008,37871000,63171007"
365774006,1,Hormone level - finding,Clinical finding,785671009
58574008,1,Acute nephropathy,Clinical finding,"175176000,90708001"
95438009,1,Diaphragmatic paresis,Clinical finding,"106062002,26544005"
392611002,1,Finding of gastrointestinal tract gas,Clinical finding,386618008
52643007,1,Candidal balanitis,Clinical finding,"240706001,309091003"
18040001,1,Senile osteoporosis,Clinical finding,276661002
165496003,1,Rouleaux,Clinical finding,250239005
95864008,1,Effects of exposure to extreme temperature,Clinical finding,71677004
89933001,1,Protozoal intestinal disease,Clinical finding,"87282003,95896000"
126797001,1,Neoplasm of mouth,Clinical finding,"1071000119107,118938008,126631009,128415001"
61261009,1,Hemolytic anemia,Clinical finding,"128086004,271737000"
84002002,1,Pedophilia,Clinical finding,"225477000,724744002"
276514007,1,Neonatal cardiac failure,Clinical finding,"363696006,84114007"
94455000,1,Secondary malignant neoplasm of ovary,Clinical finding,"363443007,94298004,94348003,94664002"
41207000,1,Adenoviral pneumonia,Clinical finding,"61958003,75570004"
73975000,1,Factor II deficiency,Clinical finding,"234454002,86075001"
254199006,1,Hereditary lymphedema,Clinical finding,"234097001,32895009"
192759008,1,Cerebral venous sinus thrombosis,Clinical finding,"128218002,297157005"
16631009,1,Transverse myelopathy syndrome,Clinical finding,41370002
205473008,1,Mesomelic dysplasia,Clinical finding,"105986008,128237006,205808005"
23414001,1,Peripheral demyelinating neuropathy,Clinical finding,"302226006,362975008"
43894001,1,Abdominal actinomycosis,Clinical finding,"11817007,128070006"
363382005,1,Malignant tumor of gum,Clinical finding,"126792007,255077007,363439008,363505006"
301942005,1,Finding of proportion of pupil,Clinical finding,301937002
42059000,1,Retinal detachment,Clinical finding,"11131000119108,29555009,301905003"
232310008,1,Infection involving inner ear,Clinical finding,"129127001,232297009"
70731005,1,Acidemia,Clinical finding,26436007
111691006,1,Crushing injury of multiple sites,Clinical finding,125665001
123979008,1,Abnormal body temperature,Clinical finding,105723007
298272002,1,Finding of appearance of skeletal muscle,Clinical finding,"106028002,106030000,248402002"
93472004,1,Hemangioma of spleen,Clinical finding,"141701000119101,189197001,50081000119107"
609568004,1,Diabetes mellitus due to genetic defect in beta cell function,Clinical finding,73211009
60704006,1,Penile erection,Clinical finding,"118202007,118219009,249244000"
91637004,1,Myasthenia gravis,Clinical finding,"256321009,257277002,362985009,782309008,85828009"
69322001,1,Psychotic disorder,Clinical finding,74732009
249546002,1,Finding of movement of abdomen,Clinical finding,"298325004,609624008"
126666006,1,Ulcer of pharynx,Clinical finding,"429040005,75860007"
698271000,1,Cardiac channelopathy,Clinical finding,698247007
110282008,1,Drug-induced lesion,Clinical finding,87858002
403359004,1,Acne nodule,Clinical finding,"11381005,95319004"
71583005,1,Toxic gastroenteritis,Clinical finding,25374005
427935006,1,Pain relief by rest,Clinical finding,425831002
472991006,1,Abnormal development of sexuality,Clinical finding,118201000
300959008,1,Allergic cough,Clinical finding,49727002
397428000,0,,,49727002
128927009,1,Procedure by method,Procedure,71388002
20596003,1,"Fracture of long bone, as birth trauma",Clinical finding,"125605004,414025005"
303220007,1,Finding relating to crying,Clinical finding,118228005
35145002,1,Uremic encephalopathy,Clinical finding,50122000
76105009,1,Cyclothymia,Clinical finding,46206005
235849009,1,Small intestinal gangrene,Clinical finding,"119522002,29451002"
234014009,1,Local cold injury,Clinical finding,"238506004,400209005,781645001"
74270009,1,Crushing injury of thigh,Clinical finding,"39595001,7523003"
166643006,1,Liver enzymes abnormal,Clinical finding,"365769003,442096005"
56051008,1,Ketoacidosis,Clinical finding,51294009
35571009,1,Cholangiolitis,Clinical finding,"118926004,370489002"
43763009,1,Glossopharyngeal neuralgia,Clinical finding,"106159002,25416002"
25544003,1,Low output heart failure,Clinical finding,84114007
234440005,1,Factor VIII deficiency,Clinical finding,86075001
230344005,1,Post-anoxic myoclonus,Clinical finding,230343004
105629000,1,Chlamydial infection,Clinical finding,371583007
3229001,1,Ulcer of trachea,Clinical finding,"429040005,47125007"
238536008,1,Traumatic ulcer,Clinical finding,"417746004,429040005"
60573004,1,Aortic valve stenosis,Clinical finding,"44241007,448743001"
269469005,1,Malignant neoplasm of soft tissue,Clinical finding,"363346000,387837005"
85149007,1,Keratomalacia,Clinical finding,15250008
161138004,1,Literacy problems,Clinical finding,4506002
65095005,1,Amebic lung abscess,Clinical finding,"128940004,721807009,73452002"
253511007,1,Congenital abnormality of ventricles and ventricular septum,Clinical finding,773139006
46876003,1,Cellulitis of trunk,Clinical finding,"128045006,128121009,363170005"
366364004,1,Finding of nutritional status,Clinical finding,300893006
253937004,1,Congenital abnormality of lower limb and pelvic girdle,Clinical finding,276654001
448710000,1,Sarcoma of bone,Clinical finding,"424413001,428281000"
12273009,1,Non-rhythmic abnormal eye movement,Clinical finding,"102957003,366087001"
92358003,1,Benign neoplasm of skin of eyelid,Clinical finding,"126499002,231824001,92359006"
67782005,1,Acute respiratory distress syndrome,Clinical finding,"111273006,19242006,233703007"
49563000,1,Periorbital edema,Clinical finding,"118654009,118930001,371409005,445088006"
14534009,1,Splenic vein thrombosis,Clinical finding,"128053003,128056006,312584000,726099002"
233883000,1,Bacterial pericarditis,Clinical finding,"312122008,41739008"
373573001,1,Clinical finding present,Situation with explicit context,413350009
275269004,1,Benign cerebral tumor,Clinical finding,"126953009,189162003"
312133006,1,Viral respiratory infection,Clinical finding,"275498002,34014006"
60442001,1,Perforation of tympanic membrane,Clinical finding,"282781004,300145002,33391000119104"
248858001,1,Vulva finding,Clinical finding,"248842004,289849003"
420890002,1,Precursor T cell lymphoblastic leukemia/lymphoblastic lymphoma,Clinical finding,"372087000,421696004"
236570004,1,Renal transplant rejection,Clinical finding,"213148006,58797008"
105498005,1,Voluntarily redundant,Clinical finding,"105496009,160901009"
3098007,1,Rupture of interventricular septum,Clinical finding,"253549006,29889000"
91375006,1,Congenital atresia of rectum,Clinical finding,"204711007,300312006,86993003"
253380000,1,Tricuspid leaflet abnormality,Clinical finding,"128599005,20721001"
128239009,1,Injury of nervous system,Clinical finding,"118940003,417163006"
365807009,1,Serum/plasma protein finding,Clinical finding,365799007
441796004,1,Orbital edema,Clinical finding,"118654009,371436007"
85444005,1,Disorder of pyrimidine metabolism,Clinical finding,75934005
22169002,1,Intestinal disaccharidase deficiency,Clinical finding,"267427000,32230006,54905006,78548001,85919009"
59033006,1,Anomaly of chromosome pair 18,Clinical finding,362984008
3950001,1,Birth,Clinical finding,302080006
89966002,1,Hematoma of scrotum,Clinical finding,"264558008,53929009,62182006"
186435004,1,Bacterial infection due to Klebsiella pneumoniae,Clinical finding,721756002
301123005,1,Pericardial finding,Clinical finding,"106063007,301296002"
78104003,1,Regurgitation,Clinical finding,"116336009,386617003"
94488007,1,Secondary malignant neoplasm of pharynx,Clinical finding,"275266006,363507003,94656008"
289261003,1,Delivery problem,Clinical finding,118215003
92653004,1,Carcinoma in situ of male genital organ,Clinical finding,"109355002,126895004"
63981007,1,Neonatal hypoparathyroidism,Clinical finding,"22925008,36976004"
248301008,1,Increase in body fat,Clinical finding,366319001
254658001,1,Benign epithelial neoplasm of skin,Clinical finding,"254649008,92384009"
283330004,1,Insect bite of upper limb,Clinical finding,"274190009,276433004,283802007,400044004,400160003,424685008"
21186006,1,Chronic otitis media,Clinical finding,"128294001,128297008,65363002"
19351000,1,Acute glomerulonephritis,Clinical finding,"36171008,61503006"
363415003,1,Malignant tumor of biliary tract,Clinical finding,"126853008,188366002,255077007"
248727005,1,Venous finding,Clinical finding,21829004
7063008,1,Gangrenous pneumonia,Clinical finding,"233604007,7159003"
271468000,1,Malignant neoplasm of genitourinary organ,Clinical finding,"126637008,300856000,363346000,42030000"
312428002,1,Corneal infection,Clinical finding,"128351009,15250008"
95340003,1,Nail bed infection,Clinical finding,"108365000,238408000,247518009"
70764005,1,Depersonalization disorder,Clinical finding,"231519007,44376007"
48449000,1,Congenital macrodactyly,Clinical finding,403855001
60737008,1,Iron overload,Clinical finding,"238139009,30913008"
9750001,1,Ulcer of scrotum,Clinical finding,"49701002,95589007"
290113009,1,Bloody nipple discharge,Clinical finding,54302000
417089009,1,Limbal stem cell deficiency,Clinical finding,"15250008,33064008"
95766002,1,Disorder of lacrimal gland,Clinical finding,31053003
128534003,1,Congenital anomaly of posterior segment of eye,Clinical finding,"128536001,19416009"
249579002,1,Kidney palpable,Clinical finding,249578005
44779003,1,Disorder of amino acid metabolism,Clinical finding,116021002
77547008,1,Degeneration of intervertebral disc,Clinical finding,"363055007,36427004,8847002"
89835009,1,Atrophy of liver,Clinical finding,"235856003,362975008"
47040006,1,Disorder of aorta,Clinical finding,"128121009,473449006,473451005"
282773000,1,Injury of patella,Clinical finding,"125601008,284003005,721291009"
204949001,1,Renal dysplasia,Clinical finding,"44513007,79131000119100"
417941003,1,Genitourinary tract hemorrhage,Clinical finding,"131148009,42030000"
118933004,1,Disorder of hand,Clinical finding,"116311003,118947000"
53397008,1,Biliuria,Clinical finding,"365753005,785672002"
72042002,1,Incontinence of feces,Clinical finding,"300387008,48340000"
49727002,1,Cough,Clinical finding,365852007
37439003,1,Perforation of bile duct,Clinical finding,"127313006,235926008"
80660001,1,Mauriac's syndrome,Clinical finding,"17346000,237836003,414916001,80515008"
232212002,1,Abscess of external ear,Clinical finding,"128477000,300092000,300850006"
400148004,1,Musculoskeletal fibromatosis,Clinical finding,"723976005,928000"
19220005,1,Complication of implant,Clinical finding,"116224001,473023007"
781076008,1,Secondary malignant neoplasm of colon and/or rectum,Clinical finding,"781382000,94365007"
68372009,1,Upper respiratory tract obstruction,Clinical finding,"201060008,79688008"
95209008,1,Plasma cell leukemia in remission,Clinical finding,"93142004,94704006,95210003"
314558005,1,Fungal keratitis,Clinical finding,"31194008,733312003"
128403000,1,Infectious disease of heart,Clinical finding,"128402005,56265001"
105662008,1,Disease due to Fasciolidae,Clinical finding,26089000
198035003,1,Edema of penis,Clinical finding,"198068005,33958003"
73320003,1,Hemolysis,Clinical finding,127403002
36456004,1,Mental state finding,Clinical finding,384821006
89704006,1,Pitting of nails,Clinical finding,87065009
441960006,1,Speech and language deficit as late effect of cerebrovascular accident,Clinical finding,"1131000119105,229652004"
399165002,1,Burning mouth syndrome,Clinical finding,118938008
300861003,1,Mass of musculoskeletal structure,Clinical finding,"106028002,300848003"
419645003,1,Benign neoplasm of oral cavity,Clinical finding,"235075007,419958000"
91965004,1,Benign neoplasm of adnexa of skin,Clinical finding,"126489007,92384009"
16402000,1,Sickle cell trait,Clinical finding,"123773003,416417002"
200722003,1,Pyogenic granuloma,Clinical finding,92017000
448743001,1,Abnormality of aortic valve,Clinical finding,"128599005,8722008"
92391007,1,Benign neoplasm of soft tissues of head,Clinical finding,"126601003,255195007,92131002"
70076002,1,Rhinitis,Clinical finding,"129134004,249353005,280131007,363169009,363176004,89488007,95361005"
233916004,1,Heart block,Clinical finding,44808001
