key,label
254754005,Atypical fibroxanthoma of skin
25896009,Congenital atresia of ileum
230438007,Acquired epileptic aphasia
126637008,Neoplasm of trunk
42157000,Closed fracture of vertebral column
7159003,Pulmonary necrosis
48277006,Impetigo
20953001,Pulmonary cryptococcosis
93519001,"Hodgkin's disease, nodular sclerosis of extranodal AND/OR solid organ site"
199307003,Continuing pregnancy after intrauterine death of one or more fetuses
35387008,Congenital aphakia
5152006,Illusions
414924006,Obstructed incisional ventral hernia
243978007,Liver damage
95436008,Lung consolidation
188188009,Choriocarcinoma
269485000,Benign tumor of breast
71286001,Spinal cord compression
11197005,Hydromyelia
166803003,Protein electrophoresis abnormal
3507004,Abscess of thigh
228143000,Contact sexual abuse of child
48971001,Tinea manus
51499002,Disorder of tonsil AND/OR adenoid
8011004,Dysarthria
432807008,Pollen-food allergy
118216002,Labor finding
193576003,Cortical cataract
271793004,Irregular sleep-wake pattern
6803002,Salmonella osteomyelitis
254618003,Neoplasm of lower respiratory tract
37109004,Ebola virus disease
116313000,Finding of hip region
307683004,Inappropriate saccades
225525008,Eating finding
39370001,Restricted affect
93559003,Hypogonadism with anosmia
93249003,Congenital hypoplasia of cerebrum
235978006,Cystic fibrosis of pancreas
762656009,Abnormal blood cell count
14821001,Situs ambiguus
49949003,Paroxysmal choreoathetosis
23412002,Hemopericardium
250239005,Red blood cell population finding
47988006,Complication due to immunization
65135009,Knight's move in thought
103262002,Staring
42201002,Nasal mucosa dry
254611009,Malignant tumor of endocrine pancreas
254831005,Tumor of adipose tissue
246875002,Conjunctival finding
416179002,Contusion of eye AND ocular adnexa
105644004,Disease due to Hexamitidae
65503000,Absent breath sounds
373438001,Infection due to Mycobacterium marinum
93470007,Hemangioma of retina
830139001,Edema of abdomen
723880004,Abscess of upper respiratory tract
186694006,Sweating fever
312124009,Bacterial urinary infection
5619004,Bardet-Biedl syndrome
247973004,Disinhibited behavior
276587008,Perinatal neurological disorder
237256006,Disorder of pelvic size and disproportion
128132009,Disorder of forearm
289186000,Voice production finding
186269001,Tuberculosis of ear
56038003,Staphylococcal infectious disease
62250003,Arachnodactyly
186946009,Lymphogranuloma venereum
4210003,Ocular hypertension
219006,Current drinker
72007001,Duodenitis
9979004,Disorder of androgen receptor
31047003,Lymphomatoid papulosis
237113009,Vaginal vault prolapse
6471006,Suicidal thoughts
424263008,Adenoma of liver
66893008,Subacute endocarditis
33308003,Disorder of back
67372006,Conjunctivitis due to acquired toxoplasmosis
94455000,Secondary malignant neoplasm of ovary
79573009,Accident while engaged in household activity
238108007,Cachexia
16924008,Hypertrophy of vulva
29212009,Alcohol-induced organic mental disorder
106000008,Metabolic renal disease
170737008,Gout associated problem
84730007,Cryopathy
240706001,Candida infection of genital region
414662006,Melanosis
87065009,Dystrophia unguium
316358009,Injury of lung
106199004,Graft reaction AND/OR rejection
161833006,Abnormal weight gain
13285005,Cystitis cystica
165232002,Urinary incontinence
199732004,Abnormal findings on antenatal screening of mother
46670006,Abnormal reflex
276816003,Carcinoid tumor of intestine
110149000,Traumatic hemorrhage
79216009,Abscess of groin
312109000,Bacterial dysentery
12456005,Iatrogenic disorder
267193004,Incomplete legal termination of pregnancy
224977004,Feeling upset
190502001,Pituitary dependent hypercortisolism
109980005,Malignant immunoproliferative disease (clinical)
22298006,Myocardial infarction
40720005,Cerebral cyst
298160000,Inflamed joint
128599005,Structural disorder of heart
81903006,Inhibited male orgasm
428061005,Malignant neoplasm of brain
22724000,Injury of urethra
297156001,Axillary vein thrombosis
8800006,Female pseudohermaphroditism
248493003,Dilatation of blood vessel
24228002,Barrel chest
80068009,Swelling of limb
111001004,Gammopathy
18735004,Congenital omphalocele
129646001,Hyperglobulinemia
248891005,Vaginal vault finding
127004000,Neoplasm of lacrimal gland
212032004,Burn of mouth and pharynx
251342007,Dermatological test finding
59282003,Pulmonary embolism
254645002,Malignant mesothelioma of pleura
404026003,Cellular schwannoma
86269002,Injury of sciatic nerve
40425004,Postconcussion syndrome
39960009,Grimaces
70764005,Depersonalization disorder
109378008,"Mesothelioma (malignant, clinical disorder)"
33852001,Prolonged neuromuscular block
89538001,Helicobacter-associated gastritis
251047005,Dilatation of pulmonary artery
200130005,Forceps delivery - delivered
398254007,Pre-eclampsia
196682000,Acute peptic ulcer
52674009,Ischemia
18071005,Meningococcal encephalitis
254845004,Fibroadenoma of breast
188514005,Burkitt's lymphoma of lymph nodes of inguinal region and lower limb
126896003,Neoplasm of penis
32620007,Pulpitis
314557000,Bacterial keratitis
63553008,Candidal endocarditis
36233006,Congenital stenosis of tricuspid valve
397949005,Poor fetal growth affecting management
2556008,Periodontal disease
23019001,Hypometabolism
68241007,Glaucoma associated with ocular trauma
236011003,Retroperitoneal cyst
76267008,Pulmonary valve disorder
4800001,Pyuria
254656002,Squamous cell carcinoma in situ of skin
23687008,Coronary artery spasm
118247008,Radiologic finding
299718000,Finding of brain
88981003,Pyometra
50805004,Atrophy of tongue
16358007,Chronic disease of tonsils AND/OR adenoids
301855007,Finding of lymph node
21007002,Wernicke's disease
246890003,Limbal hyperemia
17190001,Congenital diaphragmatic hernia
128074002,Disorder of hymen
60735000,Lagophthalmos
21111006,Complete trisomy 13 syndrome
48447003,Chronic heart failure
73757007,Retinal vascular occlusion
197659005,Atrophy of kidney
17940001,Toxic neuromuscular junction disorder
288276001,Fetal cerebral hemorrhage
19373007,External ophthalmoplegia
409498004,Anthrax
441457006,Cyst
363222009,Neonatal neuromuscular disorder
1023001,Apnea
30654002,Hypertrophy of nail
399294002,Cyst of breast
363320004,Surgical repair procedure by body site
204712000,Anal atresia
48167000,Amnesia
42942008,Compression fracture of vertebral column
80612004,Leishmaniasis
111768004,Poisoning by vasodilator
76126009,Abscess of eyelid
373932008,Feels hot
123841004,Neoplasm of uterine cervix
312129004,Bacterial infection of the digestive tract
233619008,Neonatal pneumonia
40970001,Chronic osteomyelitis
204470001,Single umbilical artery
60573004,Aortic valve stenosis
309245001,Adenocarcinoma of uterus
84328007,Stereotyped routines
365957000,Finding related to sexual relationship
16957005,Fistula of gallbladder
270909006,Duodenal perforation
25766007,Mixed receptive-expressive language disorder
8765009,Hematemesis
394892007,Oto-acoustic emission test abnormal
404177007,Angioedema and/or urticaria
17383000,Toxic effect of carbon monoxide
111591002,Hypertrophy of adenoids
95609003,Neonatal lupus erythematosus
48194001,Pregnancy-induced hypertension
413652008,Biotin deficiency
63362009,Disorder of visual pathways associated with vascular disorder
27836007,Pertussis
431505005,Rejection of intestine transplant
21905007,Congenital anomaly of middle ear
95633009,Neonatal hypokinesia
204967008,Renal pelvis and ureter obstructive defects
240211000,Intervertebral disk calcification
48128006,Atrophy of salivary gland
26427008,Chronic pulmonary histoplasmosis
73744004,Hypersexuality state
90216006,Symblepharon
125157000,Satisfactory for evaluation but limited by absence of an endocervical/transformation zone component from a patient with a cervix
59621000,Essential hypertension
235749000,Cytomegaloviral colitis
80101003,Stenosis of eustachian tube
35045004,Microtia
88293003,Clang associations
20511007,Fracture of hand
55525008,Paralytic ileus
95536006,Ileal gangrene
95911005,Increased drug tolerance
230310003,Paroxysmal dystonia
19087001,Tinea kerion
129679001,Computed tomography result abnormal
80527006,Nonfunctioning gallbladder
64143008,Lip ulcer
414564002,Kyphosis deformity of spine
19416009,Congenital anomaly of eye
430940009,Disorder of glenohumeral joint
7678002,Cytomegaloviral pneumonia
21461006,Cholesterolosis of middle ear
95502000,Congenital anomaly of optic nerve
105529008,Lives alone
371769008,Endotoxic shock
444848005,Edema of back
111321007,Right aortic arch
251150006,Sinus rhythm
13582007,Dermatitis due to substances taken internally
44515000,Perseveration
29966009,Hypertrichosis
15843004,Congenital absence of vertebra
109433009,Steatocystoma multiplex
235734008,Small bowel fistula
18104000,"Metabolic acidosis, NAG, acidifying salts"
48611009,Darier disease
67256000,Tuberculosis of pericardium
198328003,Malposition of uterus
80495009,Sleep walking disorder
93004007,Congenital anomaly of frontal bone
40845000,Gastrointestinal ulcer
400047006,Peripheral vascular disease
79040006,Splenic cyst
4834000,Typhoid fever
16269008,Neuralgia
92258000,Benign neoplasm of orbit
19538009,Verbigeration
371374003,Retained products of conception
253273004,Cardiac septal defects
233783005,Tracheal hemorrhage
53559009,Death in less than 24 hours from onset of symptoms
206523001,Meconium ileus
40956001,Guillain-Barré syndrome
248332009,Weight fluctuates
419052002,Malignant tumor of urinary system
398049005,Mixed collagen vascular disease
93663003,Primary malignant neoplasm of adnexa of skin
60342002,Movement disorder
367542003,Eosinophilic asthma
90460009,Injury of neck
64043005,Bacterial myocarditis
68433009,Childhood
271973001,Disorder of intrauterine contraceptive device
360546002,Hypoglycemic shock
300885006,Swelling of breast
70795003,Urethral cyst
60189009,Vitreous degeneration
17547005,Thickening of vocal cords
246923005,Sunken eyes
25739007,Hyperhydroxyprolinemia
95371007,Application site rash
124043008,Decreased lipid
251019006,Coronary bypass graft finding
250249008,Acanthocytosis
399112009,Seronegative arthritis
3238004,Pericarditis
413839001,Chronic lung disease
3424008,Tachycardia
372064008,Malignant neoplasm of female breast
300535008,Prostate tender
95797003,Necrotizing scleritis
67125004,Latent syphilis with positive serology
415115007,Platelet count above reference range
66793004,Congenital absence of alimentary tract
225450009,Homicidal thoughts
30261008,Increased pulmonary arterial wedge pressure
415285009,Refractory cytopenia with multilineage dysplasia
282068002,Perforation of ileum
93962006,Primary malignant neoplasm of pineal gland
71908006,Ventricular fibrillation
312999006,Disorder of macula of retina
441124000,Mass of chest wall
22495007,Abnormal weight
78004001,Bulimia nervosa
409780002,Acute osteomyelitis
418317006,Height above average
250036006,Extrapyramidal gait
51490003,Disease due to Rubivirus
164854000,ECG normal
76169001,Ascorbic acid deficiency
39747007,Enteritis necroticans
65124004,Swelling
235913009,Congenital disorder of gallbladder and biliary tract
53854005,Chorioretinal scar
366182005,Finding related to awareness of heart beat
419099009,Dead
21086008,Cockayne syndrome
26614003,Hydrocele of testis
15845006,Buruli ulcer
90224001,Coma in the newborn
391987005,Pectus excavatum
364747001,Presentation of fetus - finding
80691007,Superficial injury of foot with infection
24548005,Cyst of vagina
95567008,Traumatic hematuria
270491006,Eustachian tube salpingitis
228366006,Finding relating to drug misuse behavior
118937003,Disorder of lower extremity
48334007,Congenital dislocation of hip
27637000,Dextrocardia
118202007,Finding of sexual function
76220009,Mixed acid-base balance disorder
60637003,Congenital anomaly of adrenal gland
61277005,Accelerated idioventricular rhythm
72925005,Congenital cystic disease of liver
201219009,Infantile acne
31822004,Urethritis
38398005,Decreased central venous pressure
50610002,Erythema marginatum
66994003,Silver poisoning
13746004,Bipolar disorder
17842005,Confabulation
271794005,Disorder of sleep-wake cycle
66074005,Leptomeningitis
95666008,Weakness of face muscles
28295001,Middle lobe syndrome
28783002,Inflammatory disease of the uterus
400178008,Lymphangioma
301358001,Pain of cardiovascular structure
24199005,Feeling agitated
51036000,Acute appendicitis with peritoneal abscess
111852003,Vaccinia
87900003,Injury of sacral nerve roots
365014007,Finding related to ability to produce voice
276739001,Tumor of skin with pilar differentiation
26460006,Slipped upper femoral epiphysis
102533007,Excessive exercise
400138001,Nodular fasciitis
12337004,Disorder of uterus
80499003,Traumatic injury of visual pathways
102449007,Tardive dyskinesia
26214006,Thrombosis of retinal artery
8493009,Chronic gastritis
250978003,Aortic valve calcification
95463009,Congenital anomaly of joint
367545001,Fearful mood
34430009,Rupture of uterus
609630008,Finding of axilla
34615008,Hemospermia
29147005,Mucocutaneous candidiasis
66011008,Viral tracheitis
195878008,Pneumonia and influenza
86917003,Thought broadcast
110030002,Concussion injury of brain
271652003,Varicose vein finding
365470003,Family details and household composition - finding
69061003,Extrinsic obstruction of trachea
78250005,Ectopia cordis
76105009,Cyclothymia
87343002,Prinzmetal angina
34095006,Dehydration
13160009,Complication of transplanted intestines
44548000,Hyperactive behavior
52620003,Urethral atrophy
366365003,Corneal reflex finding
120173009,Abdomen repair
283380005,Laceration of perineum
386777001,Abnormal anti-diuretic hormone
34981006,Hypertonic uterine dysfunction
186464008,Mycoplasma infection
773139006,Congenital abnormality of cardiac ventricle
429998004,Vascular dementia
363101005,Drug withdrawal
275359008,Umbilical hemorrhage
363055007,Degenerative disorder of cartilage
225624000,Panic attack
49496001,Double ureter
2043009,Alcoholic gastritis
20824003,Chronic cholecystitis
365826001,Intellectual faculties - finding
11381005,Acne
47903000,Vitamin B deficiency
56051008,Ketoacidosis
106098005,Urinary system finding
237821001,Hermaphroditism
131033001,Abnormal epinephrine
24419001,Disorder of complement
236005001,Malignant ascites
45913009,Laryngitis
234003006,Arterial hemorrhage
404057003,Angiolipoma
417516000,Anaphylaxis due to substance
165583001,INR - international normal ratio abnormal
23511006,Meningococcal infectious disease
11223009,Congenital anomaly of pharynx
93143009,Leukemia
46252003,Progressive external ophthalmoplegia
95404001,Injection site atrophy
267436001,Lipoprotein deficiency disorder
467003,Old laceration of muscles of pelvic floor
767003004,Congenital dislocation of right hip
271532008,Echovirus disease
373932008,Feels hot
11442006,Hereditary sensory neuropathy
235026006,Abscess of oral soft tissue
416113008,Disorder characterized by fever
95863002,Effects of occupational exposure to radiation
77157004,Disorder of optic nerve
302865004,Non-diabetic disorder of endocrine pancreas
275516004,Cardiomegaly - hypertensive
404658009,Papillophlebitis
247382002,Urinary tract pain
312918002,Choroidal dystrophy
6208003,Clonic seizure
165462005,Plasma viscosity low
194134005,Convergence spasm
400148004,Musculoskeletal fibromatosis
37389005,Biliary colic
95830009,Pituitary infarction
65323003,Polymyalgia rheumatica
109853004,Mesothelioma of peritoneum
36456004,Mental state finding
400037008,Disorder of perianal skin
236683007,Chlamydial urethritis
26624006,Anodontia
42094007,Sporotrichosis
286933003,Confusional state
72196001,Hepatojugular reflux
205532005,Aplasia of muscle
47236005,Third stage hemorrhage
240042004,Tophus
428775009,Sperm granuloma
51626007,Werner syndrome
64712007,Echolalia
197247001,Enterocutaneous fistula
237141008,Luteal phase defect
11092001,Sinus tachycardia
15188001,Hearing loss
105482003,Occupational environmental problem
369705002,Invasive tumor border
363348004,Malignant tumor of lip
13353005,Absent pupil reaction
21545007,Tenalgia
231791008,Rupture of globe
109822001,Overlapping malignant neoplasm of lip
52478002,Subdiaphragmatic abscess
126552007,Neoplasm of vertebral column
64766004,Ulcerative colitis
5587004,Corneal dystrophy
65074000,Iritis
298149009,Lesion of joint
735539005,Metabolic acidosis due to diabetes mellitus
105682007,Disease due to Hymenolepididae
77480004,Congenital biliary atresia
85672005,Anterior horn cell disease
312447004,Male coital disorder
11851006,Mitral valve disorder
75543006,Cerebral embolism
105630005,Disease due to Poxviridae
102482005,Growing pains
168393006,General pathology
193000002,Temporal lobe epilepsy
17155009,Trichotillomania
37372002,Upper gastrointestinal bleeding
45564002,Achalasia of esophagus
51921000,Retrograde amnesia
23568008,Metatarsus adductus
276433004,Insect bite - wound
60113004,Disorder of eyelid
126980002,Neoplasm of peripheral nerve
312230002,Hyperhidrosis
230394006,Frontal lobe epilepsy
75236001,Anorectal abscess
254886006,Squamous cell carcinoma of cervix
34420000,Storage disease
64635004,Congenital nystagmus
19579005,Juvenile osteochondritis
16459000,Cheilosis
420987007,Corneal epithelial dots
78626001,Congenital anomaly of trunk
402721001,Mucinosis affecting skin
75088002,Urgent desire to urinate
95568003,Renal tubular disorder
92285007,Benign neoplasm of pelvis
233917008,Atrioventricular block
230736007,Transient global amnesia
10335000,Chronic right-sided heart failure
79184009,Bladder trabeculation
196133001,Lung disease with systemic sclerosis
386777001,Abnormal anti-diuretic hormone
126501005,Neoplasm of skin of ear
49453006,Cerebral herniation
110006004,Prolymphocytic leukemia (clinical)
367363000,Right ventricular failure
76991007,Asocial behavior
431266005,Intraparenchymal hematoma of brain
77225009,Blind loop syndrome
413428007,Acquired kyphosis
430801000124103,Proliferative retinopathy
45007003,Low blood pressure
75355004,Congenital atresia of external auditory canal
301098007,Heart valve finding
299321000,Knee joint finding
127355002,Decreased albumin
4554005,Intraventricular conduction defect
9360008,Hyperammonemia
16761005,Esophagitis
4473006,Migraine with aura
41337007,Conjoined twins
82297005,Congestion of nasal sinus
262521009,Spinal injury
239987006,Triggering of digit
128284006,Chronic digestive system disorder
21186006,Chronic otitis media
309838005,Emotional upset
76783007,Chronic hepatitis
52776004,Musculoskeletal instability
242053002,Accidental wound
335002,Pylorospasm
24782002,Hypertrophic condition of skin
111395007,Nephrogenic diabetes insipidus
191480000,Alcohol withdrawal syndrome
371704001,Injury due to chemical exposure
84984002,Adjustment disorder with disturbance of conduct
78523004,Late effect of radiation
302072004,Pain in thyroid
11256005,Melanosis coli
68600005,Hemoglobinuria
277545003,T-cell chronic lymphocytic leukemia
403824007,Muir-Torré syndrome
87049008,Disorder of phosphorus metabolism
95437004,Non-cardiogenic pulmonary edema
58459009,Sphingomyelin/cholesterol lipidosis
407530004,Primary systemic vasculitis
12326000,Respiratory acidosis
724597006,Vasculitis of large artery
417186004,Precipitous drop in hematocrit
335977000,Penile swelling
371029002,Ischemic disorder of spinal cord
385424001,Injury of connective tissue
95863002,Effects of occupational exposure to radiation
37906005,Embolic infarction
302924003,Breast hematoma
190855004,Hypomagnesemia
40780007,Human immunodeficiency virus I infection
124961001,Reticulocytopenia
30753002,Normal pressure hydrocephalus
276513001,Neonatal dysrhythmia
112121000119105,Venereal disease due to Chlamydia trachomatis
427439005,Immune hypersensitivity disorder by mechanism
92247009,Benign neoplasm of nervous system
298397000,Lesion of neck
297945000,Upper limb nerve lesion
890410005,Congenital dislocation of joint
287731003,Cerebral ischemia
429200006,Congenital inguinal hernia
37110009,Increased lactation
116307009,Finding of upper limb
7449006,Injury of femoral nerve
35429005,Anticipatory anxiety
419603000,Epidermoid cyst of skin
62112002,Injury of breast
35265002,Mallory-Weiss syndrome
40070004,Molluscum contagiosum infection
707207004,Incomplete induced termination of pregnancy
128239009,Injury of nervous system
74400008,Appendicitis
4287008,Chordee
14907004,Bullous urticaria
301355003,Pain of respiratory structure
62067003,Hypoplastic left heart syndrome
194965002,Fibrosis of pericardium
61372001,Aggressive behavior
165747007,RhD positive
266081001,"Colitis, enteritis and gastroenteritis presumed infectious"
52914002,Anal candidiasis
46154005,Decreased forced expiratory volume
365794002,Serum cholesterol level - finding
372010005,Primary malignant neoplasm of soft tissues
60703000,Axonal neuropathy
95610008,Congenital brain damage
370469003,Serositis
300444006,Large kidney
27935005,Homicide
57190000,Myopia
723183004,Aganglionosis of large intestine
87540003,Deformity of orbit
271860004,Abdominal mass
102911000,Thoughts of self harm
251159007,"Ventricular tachycardia, polymorphic"
419518009,Finding of ankle or foot
300854002,Mass of oral cavity
44730006,Uremia
448563005,Functionless pituitary neoplasm
420422005,Diabetic ketoacidosis
76407009,Protein C deficiency disease
7881005,Acute necrotizing pancreatitis
128926000,Postprocedural state finding
87510000,Chronic peritonitis
300333002,Finding of sensation of liver
279622009,Performance anxiety
312121001,Bacterial gastrointestinal infectious disease
27194006,Corneal edema
422003001,Cachexia associated with AIDS
41075004,Fungal infection of brain
43664005,Normal weight
111407006,Hemolytic uremic syndrome
737223000,Dendritic cell neoplasm
32883009,Oral submucosal fibrosis
84296002,Congenital atresia of small intestine
400213003,Blister of skin with infection
118947000,Disorder of upper extremity
24768002,Fistula of artery
276808007,Carcinoid tumor of stomach
239944008,Lupus vasculitis
279069000,Musculoskeletal pain
111489007,Breathing-related sleep disorder
70173007,5p partial monosomy syndrome
125593007,Injury of face
59370009,Keratosis obturans of external ear canal
5631002,Abnormal gastric motility
398049005,Mixed collagen vascular disease
301939004,Constricted pupil
362967002,Disorder of olfactory system
240370009,Cryptosporidiosis
414663001,Melena due to gastrointestinal hemorrhage
37831005,Gastrointestinal fistula
88320008,Drug tolerance
277258003,Subglottic finding
362958002,Procedure by site
72860003,Disorder of amniotic cavity AND/OR membrane
6929003,Urethral caruncle
46303000,Coccidioidal meningitis
4522001,Dental plaque
92811003,Chronic leukemia in remission
59032001,Geographic tongue
271719001,Raised intracranial pressure
230769007,Periventricular leukomalacia
92170008,Benign neoplasm of large intestine
15771004,Diabetes insipidus
26039008,Neurosyphilis
75547007,Stenosis of larynx
440091008,"Finding related to blood, organ, or tissue donation"
2764000,Joint crepitus
405546008,Malignant pericardial effusion
126960003,Neoplasm of cerebellum
196592003,Acquired macroglossia
274758007,Umbilical mass
28656008,Congenital insufficiency of aortic valve
363227003,Neoplasm of extremity
94586008,Secondary malignant neoplasm of soft tissues of head
4506002,Educational problem
41370002,Myelitis
109979007,B-cell lymphoma (clinical)
53189005,Congenital atresia of trachea
80495009,Sleep walking disorder
312132001,Viral eye infection
8447006,Congenital anomaly of skeletal bone
254788004,Angiokeratoma of skin
75478009,Poisoning
184871000119108,Primary adenocarcinoma of pelvis
105497000,Threat of dismissal
415297005,Retinopathy of prematurity
44057004,Conductive hearing loss
197870000,Acontractile detrusor
58606001,Primary immune deficiency disorder
310297009,Parietal cell antibodies positive
715923003,Lysosomal acid lipase deficiency
91374005,Carbuncle of skin and/or subcutaneous tissue
73198007,Bacterial pleurisy
395505000,Neoplasm of optic nerve
82236004,Familial x-linked hypophosphatemic vitamin D refractory rickets
416413003,Advanced maternal age gravida
52675005,Vitamin K deficiency
64177003,Light-for-dates with signs of fetal malnutrition
60867007,Klebsiella cystitis
95896000,Protozoan infection
59032001,Geographic tongue
16517004,Cerebral lipidosis
1144789007,Blood gas finding
165528007,Basophil count abnormal
61293001,Congenital deformity of knee joint
65389002,Adrenoleukodystrophy
414030009,Disorder of immune structure
70607008,Thrombosis of superior sagittal sinus
191169008,Hereditary elliptocytosis
6210001,Cardiac ventricular dilatation
404625000,Eyelid malposition
823996003,Blister of skin
125585007,Female genital tract infection
312895004,Disorder of ileum
72007001,Duodenitis
79342006,Ectropion of cervix
400042000,Cutaneous vascular malformation
271988006,Disorders of musculoskeletal implants and repairs
231916005,Corneal hemorrhage
271986005,Disorder of brain ventricular shunt
234202005,Arteriovenous fistula occlusion
40930008,Hypothyroidism
248726001,Fragile capillaries
239091003,Dermatosis of infancy
95666008,Weakness of face muscles
95339000,Distichiasis
15253005,Facial asymmetry
44352004,Nonvenomous insect bite of hand with infection
386790008,Disorder of ejaculation
71619006,Congenital absence of ear
15069006,Russell-Silver syndrome
248968007,Finding of pattern of menstrual cycle
160895006,Stopped work
186731007,Chlamydial infection of anus and rectum
77731000119106,Embolism of abdominal aorta
28394000,Toxic encephalopathy
91669008,Perirectal abscess
11687002,Gestational diabetes mellitus
12010005,Osteodystrophy
110985001,Multiple fibrofolliculomas
398760006,Abducens nerve palsy
34282009,Disorder of periapical tissues of tooth
424199006,Substance induced asthma
446189008,Primary malignant neoplasm of extrahepatic bile duct
414478003,Increased blood leukocyte number
271939006,Vaginal discharge
314437001,Venous stasis retinopathy
32916005,Nephrosclerosis
282772005,Genital injury
450429004,Perinatal hemorrhage
237716008,Pituitary cyst
24463005,Asthenozoospermia
400066006,Intraepithelial squamous cell carcinoma
88425004,Congenital anomaly of nervous system
266343004,Tonsil and/or adenoid hypertrophy
3441005,Disorder of sebaceous gland
75229002,Hyphema
758002,Cyst of uterus
70407001,Stridor
234142008,Cerebral arteriovenous malformation
62014003,Adverse reaction to drug
102974003,Abnormal brain stem auditory evoked potential
13930000,Abnormal presence of protein
105616000,Open wound of limb
365934006,Finding related to awareness of self
271801002,Taste sense altered
312496009,Iliac artery stenosis
370999003,Primary hypogonadism
80659006,Disorder of skin and/or subcutaneous tissue
12026006,Paroxysmal tachycardia
74728003,Hypopituitarism
127396004,Abnormal globulin level
26624006,Anodontia
445385004,Swelling of head
314557000,Bacterial keratitis
27837003,Pyle metaphyseal dysplasia
409790005,Disease due to Neisseria
36029005,Abscess of penis
78048006,Candidiasis
94048009,Primary malignant neoplasm of small intestine
118199002,Finding relating to sexuality and sexual activity
95634003,Neonatal respiratory arrest
738668004,Perioperative complication
34923007,Self-induced vomiting
431506006,Rejection of pancreas transplant
42386007,Cryptococcosis
230802007,Brainstem death
403855001,Congenital anomaly of digit
29094004,Disorder of porphyrin metabolism
188176007,Malignant neoplasm of endocervical canal
309576006,Lump on thigh
61031008,Hypocapnia
230651008,Disorders of spinal neurones manifest by hyperactivity
190268003,Congenital hypothyroidism
1852004,Traumatic injury of abducens nerve
1156729001,Vascular lesion of skin
298499003,Lesion of thoracic spine
266257000,Transient cerebral ischemia
14140009,Hyperkalemia
278545001,Dental restoration finding
94225005,Secondary malignant neoplasm of brain
65553006,Aspergillosis
128321003,Vascular disorder of intestine
190694001,Tyrosinemia
6374002,Bundle branch block
35046003,Disorder of lactation
28697001,Disseminated mucocutaneous leishmaniasis
228273003,Finding relating to alcohol drinking behavior
94579000,Secondary malignant neoplasm of skin
205649008,Trisomy 8
88294009,Rupture of ovary
55860008,Stenosis of stomach
36955009,Loss of taste
27091000119107,Disorder of lacrimal passage
8635005,Alcohol withdrawal delirium
405947006,Nuchal rigidity
86285007,Disorder of seminal vesicle
37981002,Allergic bronchopulmonary aspergillosis
76172008,Infection by Taenia
64144002,Pruritic rash
129680003,Abnormal radionuclide scan
721758001,Infection caused by Coxiella
43664005,Normal weight
47372000,Adjustment disorder with anxious mood
725167001,Neuroendocrine neoplasm of appendix
213104001,Mechanical complication of internal joint prosthesis
237268002,Chorioangioma
62005008,Coccidiosis
263013004,Dislocation of joint of spine
58213005,Bacillary angiomatosis
103269006,Contact lens intolerance
426853005,Pneumoconiosis due to silicate
31712002,Primary biliary cholangitis
68666001,Bladder fistula
91357005,Acute endocarditis
105530003,Living in residential institution
80954004,Decreased respiratory function
285636001,Cervical intraepithelial neoplasia
252986008,Tumor embolus
371770009,Endotoxemia
414663001,Melena due to gastrointestinal hemorrhage
434532004,Fungemia
34063005,Homonymous hemianopia
426871003,Cell-mediated cytotoxic disorder
249597005,Rectum finding
75023009,Post-traumatic epilepsy
67991000119104,Serum cholesterol abnormal
64996003,Intermenstrual bleeding - irregular
109558001,Dieulafoy's vascular malformation
267664003,Nystagmus and other irregular eye movements
250906000,Cardiac investigative finding
57143002,Burn of shoulder
53165003,Megaloblastic anemia
289164001,Finding of fluid intake
15802004,Dystonia
239783001,Post-infective arthritis
47771009,Injury of gastrointestinal tract
69518005,Congenital anomaly of digestive system
60220000,Partial congenital absence of limb
39011001,Hemosiderosis
161891005,Backache
30819006,Dysphoric mood
67683007,Abnormal pulse
71779008,X-linked hydrocephalus syndrome
92259008,Benign neoplasm of oropharynx
277172003,Erythematous ear canal
370499007,Hydrometra
410818009,Pseudoarthrosis
36964004,Arrest of bone development AND/OR growth
282760004,Clavicle injury
225790006,Finding relating to autonomy and empowerment
403906006,Metastatic squamous cell carcinoma
301283003,Finding of rate of respiration
68109007,Stricture of artery
4834000,Typhoid fever
58349009,Exhibitionism
278545001,Dental restoration finding
240626005,Human ehrlichiosis
16805009,Cluster A personality disorder
38825009,Deficiency of testosterone biosynthesis
84869007,Musculoskeletal symptom
95372000,Application site edema
2999009,Injury of ear
43959009,Cataract due to diabetes mellitus
93537000,Hodgkin's granuloma of extranodal AND/OR solid organ site
394726009,Seborrheic keratosis
198198001,"Cervical, vaginal and vulval inflammatory diseases"
366663002,Moistness of nasal mucosa - finding
386614005,Slow shallow breathing
724807008,Glioma of central nervous system
95798008,Scleral discoloration
206390008,Fetal blood loss
418634005,Allergic reaction to substance
66187002,Fatty stool
55342001,Neoplastic disease
14304000,Disorder of thyroid gland
166830008,Serum cholesterol raised
399986003,Disorder of body wall
88032003,Amaurosis fugax
300391003,Finding of appearance of stool
456161000124109,Disorder of right eye
194783001,Malignant secondary renovascular hypertension
128927009,Procedure by method
45237002,Congenital dilatation of aorta
266421008,Dental arch relationship anomaly
2385003,Cellulitis of pectoral region
361055000,Misuses drugs
37471005,Extrinsic allergic alveolitis
70670009,Abnormal vasomotor function
607007,Decreased vital capacity
2538008,Ketosis
7006003,Clumsiness
